speech_sequence_idx,speech_sequence_path,speaker_id,text_embedding_idx,text,audio_event_idx,audio_file_path,audio_start_time,audio_stop_time,audio_sample_rate,audio_start_sample,audio_stop_sample,n_audio_samples,speech_frame_start,speech_frame_stop,speech_frame_count,speech_feature_dim
4146,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1325,当你发现一颗不属于任何人的钻石，,1326,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,45.021000,45.951000,12000,540252,551412,11160,95549,95595,46,1024
4147,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1326,它就属于你。,1327,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,45.966000,46.263000,12000,551592,555156,3564,95595,95609,14,1024
4148,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1327,当你发现一个不属于任何人的岛屿，,1328,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,46.271000,47.201000,12000,555252,566412,11160,95609,95655,46,1024
4149,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1328,它就属于你。,1329,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,47.210000,47.513000,12000,566520,570156,3636,95655,95669,14,1024
4150,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1329,当你最先想出一个主意，,1330,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,47.521000,48.138000,12000,570252,577656,7404,95669,95699,30,1024
4151,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1330,你去申请发明专利，,1331,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,48.145000,48.638000,12000,577740,583656,5916,95699,95723,24,1024
4152,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1331,它就属于你。,1332,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,48.646000,48.951000,12000,583752,587412,3660,95723,95738,15,1024
4153,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1332,现在我占有了这些星星，,1333,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,48.960000,49.576000,12000,587520,594912,7392,95738,95768,30,1024
4154,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1333,因为在我以前没有人想到过占有它们。”,1334,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,49.586000,50.575000,12000,595032,606900,11868,95768,95817,49,1024
4155,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1334,“这倒也是，”,1335,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,50.584000,50.826000,12000,607008,609912,2904,95817,95828,11,1024
4156,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1335,小王子说，,1336,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,50.833000,51.076000,12000,609996,612912,2916,95828,95839,11,1024
4157,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1336,“可你拿它们来做什么呢？”,1337,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,51.083000,51.700000,12000,612996,620400,7404,95839,95869,30,1024
4158,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1337,“我经营它们。,1338,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,51.710000,52.013000,12000,620520,624156,3636,95869,95883,14,1024
4159,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1338,我一遍又一遍地计算它们的数目，”,1339,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,52.020000,52.888000,12000,624240,634656,10416,95883,95926,43,1024
4160,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1339,商人说，,1340,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,52.895000,53.075000,12000,634740,636900,2160,95926,95934,8,1024
4161,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1340,“这并不容易。,1341,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,53.082000,53.388000,12000,636984,640656,3672,95934,95949,15,1024
4162,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1341,可我是个干正事的人！”,1342,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,53.395000,53.950000,12000,640740,647400,6660,95949,95976,27,1024
4163,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1342,小王子还是不满意。,1343,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,53.957000,54.450000,12000,647484,653400,5916,95976,96000,24,1024
4164,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1343,“我呀，,1344,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,54.457000,54.575000,12000,653484,654900,1416,96000,96005,5,1024
4165,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1344,如果我有一块方围巾，,1345,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,54.584000,55.138000,12000,655008,661656,6648,96005,96032,27,1024
4166,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1345,我可以把它围在脖子上带走它。,1346,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,55.147000,55.950000,12000,661764,671400,9636,96032,96071,39,1024
4167,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1346,如果我有一朵花儿，,1347,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,55.961000,56.450000,12000,671532,677400,5868,96071,96095,24,1024
4168,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1347,我可以摘下这朵花儿带走它。,1348,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,56.460000,57.200000,12000,677520,686400,8880,96095,96131,36,1024
4169,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1348,可是你没法摘下这些星星呀！”,1349,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,57.209000,57.950000,12000,686508,695400,8892,96131,96167,36,1024
4170,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1349,“没错，,1350,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,57.959000,58.075000,12000,695508,696900,1392,96167,96172,5,1024
4171,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1350,但是我可以把它们存入银行。”,1351,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,58.083000,58.825000,12000,696996,705900,8904,96172,96208,36,1024
4172,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1351,“这是什么意思？”,1352,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,58.833000,59.200000,12000,705996,710400,4404,96208,96226,18,1024
4173,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1352,“这就是说，,1353,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,59.209000,59.450000,12000,710508,713400,2892,96226,96237,11,1024
4174,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1353,我把我的星星的总数写在一张小纸片上。,1354,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,59.467000,60.512000,12000,713604,726144,12540,96237,96289,52,1024
4175,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1354,然后我把这张小纸片放进一个抽屉锁好。”,1355,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,60.525000,61.575000,12000,726300,738900,12600,96289,96341,52,1024
4176,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1355,“就这些？”,1356,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,61.584000,61.762000,12000,739008,741144,2136,96341,96349,8,1024
4177,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1356,“这就够了！”,1357,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,61.768000,62.012000,12000,741216,744144,2928,96349,96360,11,1024
4178,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1357,“真有趣，”,1358,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,62.018000,62.200000,12000,744216,746400,2184,96360,96368,8,1024
4179,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1358,小王子心想，,1359,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,62.206000,62.512000,12000,746472,750144,3672,96368,96383,15,1024
4180,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1359,“倒挺有诗意的。,1360,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,62.520000,62.887000,12000,750240,754644,4404,96383,96401,18,1024
4181,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1360,可这算不上什么正事呀。”,1361,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,62.896000,63.512000,12000,754752,762144,7392,96401,96431,30,1024
4182,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1361,小王子对正事的看法，,1362,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,63.523000,64.075000,12000,762276,768900,6624,96431,96458,27,1024
4183,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1362,跟大人对正事的看法很不相同。,1363,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,64.084000,64.887000,12000,769008,778644,9636,96458,96497,39,1024
4184,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1363,“我有一朵花儿，”,1364,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,64.895000,65.262000,12000,778740,783144,4404,96497,96515,18,1024
4185,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1364,他又说道，,1365,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,65.269000,65.512000,12000,783228,786144,2916,96515,96526,11,1024
4186,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1365,“我每天都给她浇水。,1366,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,65.519000,66.012000,12000,786228,792144,5916,96526,96550,24,1024
4187,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1366,我有三座火山，,1367,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,66.021000,66.387000,12000,792252,796644,4392,96550,96568,18,1024
4188,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1367,我每星期都把它们疏通一遍。,1368,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,66.396000,67.137000,12000,796752,805644,8892,96568,96604,36,1024
4189,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1368,那座死火山我也疏通。,1369,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,67.148000,67.700000,12000,805776,812400,6624,96604,96631,27,1024
4190,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1369,因为谁也说不准它还会不会喷发。,1370,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,67.709000,68.575000,12000,812508,822900,10392,96631,96674,43,1024
4191,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1370,我占有它们，,1371,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,68.582000,68.887000,12000,822984,826644,3660,96674,96689,15,1024
4192,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1371,对火山有好处，,1372,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,68.893000,69.262000,12000,826716,831144,4428,96689,96707,18,1024
4193,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1372,对花儿也有好处。,1373,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,69.268000,69.700000,12000,831216,836400,5184,96707,96728,21,1024
4194,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1373,可是你占有星星，,1374,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,69.707000,70.137000,12000,836484,841644,5160,96728,96749,21,1024
4195,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1374,对它们没有好处。”,1375,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,70.144000,70.575000,12000,841728,846900,5172,96749,96770,21,1024
4196,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1375,商人张口结舌，,1376,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,70.580000,70.950000,12000,846960,851400,4440,96770,96788,18,1024
4197,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1376,无言以对。,1377,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,70.955000,71.200000,12000,851460,854400,2940,96788,96800,12,1024
4198,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1377,小王子就走了。,1378,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,71.207000,71.575000,12000,854484,858900,4416,96800,96818,18,1024
4199,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1378,“这些大人真的好古怪，”,1379,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,71.581000,72.137000,12000,858972,865644,6672,96818,96845,27,1024
4200,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1379,一路上，,1380,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,72.145000,72.324000,12000,865740,867888,2148,96845,96853,8,1024
4201,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1380,他只是自言自语说了这么一句。,1381,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_13.wav,72.330000,73.137000,12000,867960,877644,9684,96853,96893,40,1024
4202,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1381,14,1382,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,1.199000,1.262000,12000,14388,15144,756,96893,96895,2,1024
4203,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1382,第五颗行星非常奇怪。,1383,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,1.267000,1.829000,12000,15204,21948,6744,96895,96922,27,1024
4204,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1383,这是最小的一颗。,1384,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,1.840000,2.266000,12000,22080,27192,5112,96922,96943,21,1024
4205,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1384,上面刚好只能容得下一盏路灯和一个点灯人。,1385,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,2.277000,3.453000,12000,27324,41436,14112,96943,97001,58,1024
4206,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1385,小王子好生纳闷，,1386,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,3.464000,3.891000,12000,41568,46692,5124,97001,97022,21,1024
4207,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1386,在天空的一个角落，,1387,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,3.901000,4.391000,12000,46812,52692,5880,97022,97046,24,1024
4208,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1387,在一个既没有房子也没有居民的行星上，,1388,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,4.402000,5.453000,12000,52824,65436,12612,97046,97098,52,1024
4209,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1388,要一盏路灯和一个点灯人，,1389,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,5.463000,6.141000,12000,65556,73692,8136,97098,97131,33,1024
4210,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1389,又能有什么用呢？,1390,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,6.149000,6.578000,12000,73788,78936,5148,97131,97152,21,1024
4211,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1390,不过他还是对自己说：,1391,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,6.587000,7.141000,12000,79044,85692,6648,97152,97179,27,1024
4212,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1391,“很可能这个人是有点不正常。,1392,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,7.150000,7.891000,12000,85800,94692,8892,97179,97215,36,1024
4213,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1392,但是跟那个国王，,1393,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,7.899000,8.328000,12000,94788,99936,5148,97215,97236,21,1024
4214,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1393,那个爱虚荣的人，,1394,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,8.337000,8.766000,12000,100044,105192,5148,97236,97257,21,1024
4215,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1394,那个商人和那个酒鬼比起来，,1395,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,8.775000,9.516000,12000,105300,114192,8892,97257,97293,36,1024
4216,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1395,他还是要比他们正常些。,1396,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,9.526000,10.141000,12000,114312,121692,7380,97293,97323,30,1024
4217,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1396,至少他的工作还有意义。,1397,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,10.149000,10.766000,12000,121788,129192,7404,97323,97353,30,1024
4218,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1397,他点亮路灯，,1398,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,10.776000,11.078000,12000,129312,132936,3624,97353,97367,14,1024
4219,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1398,就好比唤醒了另一个太阳或者一朵花儿。,1399,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,11.087000,12.141000,12000,133044,145692,12648,97367,97419,52,1024
4220,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1399,他熄灭路灯，,1400,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,12.152000,12.453000,12000,145824,149436,3612,97419,97433,14,1024
4221,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1400,就好比让这朵花儿或这个太阳睡觉了。,1401,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,12.462000,13.453000,12000,149544,161436,11892,97433,97482,49,1024
4222,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1401,这是件很美的事情。,1402,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,13.462000,13.953000,12000,161544,167436,5892,97482,97506,24,1024
4223,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1402,既然很美，,1403,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,13.959000,14.203000,12000,167508,170436,2928,97506,97517,11,1024
4224,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1403,自然就有用啰！”,1404,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,14.282000,14.578000,12000,171384,174936,3552,97517,97531,14,1024
4225,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1404,他一到这个星球，,1405,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,14.587000,15.016000,12000,175044,180192,5148,97531,97552,21,1024
4226,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1405,就很尊敬地向点灯人打招呼：,1406,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,15.023000,15.766000,12000,180276,189192,8916,97552,97588,36,1024
4227,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1406,“早上好。,1407,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,15.775000,15.953000,12000,189300,191436,2136,97588,97596,8,1024
4228,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1407,你刚才为什么把路灯熄掉呢？”,1408,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,15.961000,16.703000,12000,191532,200436,8904,97596,97632,36,1024
4229,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1408,“这是规定，”,1409,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,16.711000,16.953000,12000,200532,203436,2904,97632,97643,11,1024
4230,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1409,点灯人回答说，,1410,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,16.959000,17.328000,12000,203508,207936,4428,97643,97661,18,1024
4231,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1410,“早上好。”,1411,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,17.334000,17.516000,12000,208008,210192,2184,97661,97669,8,1024
4232,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1411,“什么规定？”,1412,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,17.521000,17.766000,12000,210252,213192,2940,97669,97681,12,1024
4233,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1412,“熄灭路灯呗。,1413,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,17.771000,18.078000,12000,213252,216936,3684,97681,97696,15,1024
4234,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1413,晚上好。”,1414,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,18.084000,18.265000,12000,217008,219180,2172,97696,97704,8,1024
4235,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_m1,1414,说着他又点亮了路灯。,1415,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_m1\audio_14.wav,18.274000,18.828000,12000,219288,225936,6648,97704,97731,27,1024
